UUID: f08c55e0-31af-4d4f-abce-20a7e807dae6
NEW CROP, APPLE, amount: 853kg, in week: 22
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:12 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:13 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:13 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:14 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 15kg, shop price: 68.6 in week:15 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:15 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:17 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
THE REST OF PRODUCT WAS SPOILED, in week:17


UUID: 86d7000b-1a4e-4e6e-942d-0ae42527ae41
NEW CROP, APPLE, amount: 187kg, in week: 7


UUID: 4e298bf7-b63f-4f69-bdc2-a47437aa01cc
NEW CROP, POPPY, amount: 250kg, in week: 29


UUID: c6e93bdb-6d2f-4dff-9a79-caf515ccf3f8
NEW CROP, APPLE, amount: 720kg, in week: 5


UUID: 61dcb6af-bcf5-45c6-ad63-ef996354c0b4
NEW CROP, LENTIL, amount: 425kg, in week: 15


UUID: 79cafe4b-54f3-4987-ae27-996cdc2c9ece
NEW CROP, HOP, amount: 690kg, in week: 30


UUID: 28185e17-4969-4014-8313-f50bc127d310
NEW CROP, CHERRIES, amount: 115kg, in week: 2


UUID: 69ec1c88-5c27-482f-a4e6-0fa63600cb72
NEW CROP, SALAD, amount: 864kg, in week: 3


UUID: e9218581-4259-4670-9999-23cd5b989a24
NEW CROP, PEAR, amount: 991kg, in week: 7


UUID: 6e6cfcc5-a345-48c9-952c-402e164b7d0e
NEW CROP, HOP, amount: 330kg, in week: 26


UUID: 2d6580ad-a31b-4eed-93a5-02b2e899cad7
NEW CROP, FLEX, amount: 470kg, in week: 2


UUID: f431748c-b1b3-4e48-831b-e3e1277e53ab
NEW CROP, OILSEED, amount: 360kg, in week: 8


UUID: 9c59f642-c780-47f7-bd7f-dc56781b7434
NEW CROP, CORN, amount: 917kg, in week: 17
CROP HAS BEEN HARVESTED IN WEEK: 28 by 1a6111ef-fb73-4928-bb4b-404e31c01ef4


UUID: 731d280e-e5ea-458d-8b5b-30bd9db4064d
NEW CROP, LENTIL, amount: 615kg, in week: 5


UUID: 57d28553-cdd8-46f9-8400-b2c185885d82
NEW CROP, BEAN, amount: 262kg, in week: 12


UUID: f2b35934-edbb-4bc1-bdac-f3ced227aad5
NEW CROP, TOMATO, amount: 133kg, in week: 11
CROP HAS BEEN HARVESTED IN WEEK: 17 by ac950e3d-7a33-424b-877c-d982854da92e
CROPT HAS BEEN SHIPPED, TOMATO, amount: 133kg, in week:18
NEW PRODUCT, Cropped tomatoes, amount: 113kg, shop price: 92.14 in week:18 by7e13ae06-9ac1-426f-bc58-1726e61d33e5
PRODUCT HAS BEEN SHIPPED, Cropped tomatoes, shop price: 92.14 in week:19
PRODUCT HAS BEEN PURCHASED, Cropped tomatoes, amount: 10kg, shop price: 92.14 in week:19 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Cropped tomatoes, amount: 10kg, shop price: 92.14 in week:20 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Cropped tomatoes, amount: 10kg, shop price: 92.14 in week:21 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Cropped tomatoes, amount: 5kg, shop price: 92.14 in week:23 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, Cropped tomatoes, amount: 10kg, shop price: 92.14 in week:23 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Cropped tomatoes, amount: 10kg, shop price: 92.14 in week:24 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
THE REST OF PRODUCT WAS SPOILED, in week:24


UUID: 61ae0f9e-002a-4728-b001-38c70e54c8ce
NEW CROP, LENTIL, amount: 941kg, in week: 15
CROP HAS BEEN HARVESTED IN WEEK: 18 by 1a6111ef-fb73-4928-bb4b-404e31c01ef4
CROPT HAS BEEN SHIPPED, LENTIL, amount: 941kg, in week:19
NEW PRODUCT, Can of LENTIL, amount: 752kg, shop price: 7.0 in week:19 by552d2f59-9890-48e8-bbae-07b56d4f926f
PRODUCT HAS BEEN SHIPPED, Can of LENTIL, shop price: 7.0 in week:20
PRODUCT HAS BEEN PURCHASED, Can of LENTIL, amount: 11kg, shop price: 7.0 in week:20 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, Can of LENTIL, amount: 7kg, shop price: 7.0 in week:20 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, Can of LENTIL, amount: 14kg, shop price: 7.0 in week:21 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, Can of LENTIL, amount: 7kg, shop price: 7.0 in week:22 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, Can of LENTIL, amount: 10kg, shop price: 7.0 in week:22 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Can of LENTIL, amount: 11kg, shop price: 7.0 in week:23 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, Can of LENTIL, amount: 10kg, shop price: 7.0 in week:25 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
THE REST OF PRODUCT WAS SPOILED, in week:25


UUID: 12c04f5a-d5a9-48d9-9854-f555957c6bf8
NEW CROP, RYE, amount: 689kg, in week: 2


UUID: d3e26d6c-d5e6-4283-82d7-d5a0aaa3bb50
NEW CROP, CORN, amount: 633kg, in week: 23


UUID: c74d5508-cc62-429d-ad20-0f8d2823dd47
NEW CROP, TOMATO, amount: 676kg, in week: 21
CROP HAS BEEN HARVESTED IN WEEK: 30 by 742fea40-3a9a-4ef4-b669-e2011e8cbc94


UUID: 8f747cd2-6755-4401-93e5-8ec4f9c47b62
NEW CROP, OATS, amount: 464kg, in week: 8


UUID: 10e12418-70c0-46fe-b6d2-ca52412ffc1e
NEW CROP, BEAN, amount: 734kg, in week: 5


UUID: 762e0025-6237-4ef1-9bed-34604409423e
NEW CROP, POTATO, amount: 600kg, in week: 23


UUID: efe820c7-d159-4ce3-8443-b48db91e243d
NEW CROP, WHEET, amount: 341kg, in week: 11
CROPT HAS BEEN SHIPPED, WHEET, amount: 341kg, in week:11
NEW PRODUCT, Flour, amount: 136kg, shop price: 19.0 in week:11 by7e13ae06-9ac1-426f-bc58-1726e61d33e5
PRODUCT HAS BEEN SHIPPED, Flour, shop price: 19.0 in week:12
PRODUCT HAS BEEN PURCHASED, Flour, amount: 10kg, shop price: 19.0 in week:12 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Flour, amount: 13kg, shop price: 19.0 in week:13 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, Flour, amount: 10kg, shop price: 19.0 in week:13 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, Flour, amount: 10kg, shop price: 19.0 in week:13 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Flour, amount: 8kg, shop price: 19.0 in week:14 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, Flour, amount: 10kg, shop price: 19.0 in week:14 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Flour, amount: 10kg, shop price: 19.0 in week:15 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Flour, amount: 10kg, shop price: 19.0 in week:17 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
THE REST OF PRODUCT WAS SPOILED, in week:17


UUID: 8cdb95b4-51c0-47f6-a1ce-459350c8f4b4
NEW CROP, APPLE, amount: 355kg, in week: 15


UUID: 936e9c31-c83e-450b-b2b4-fbcd6f134379
NEW CROP, POTATO, amount: 638kg, in week: 12


UUID: b547eed0-fa5d-47ed-8de4-b9d75e696307
NEW CROP, HEMP, amount: 294kg, in week: 12
CROP HAS BEEN HARVESTED IN WEEK: 14 by ac950e3d-7a33-424b-877c-d982854da92e
CROPT HAS BEEN SHIPPED, HEMP, amount: 294kg, in week:15
NEW PRODUCT, Hemp oil, amount: 29l, shop price: 129.0 in week:15 by552d2f59-9890-48e8-bbae-07b56d4f926f
PRODUCT HAS BEEN SHIPPED, Hemp oil, shop price: 129.0 in week:16
PRODUCT HAS BEEN PURCHASED, Hemp oil, amount: 10l, shop price: 129.0 in week:17 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Hemp oil, amount: 12l, shop price: 129.0 in week:18 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT WAS SOLD OUT, in week:19


UUID: 7eeb656b-48d1-4721-b844-4c58229a6d8d
NEW CROP, OILSEED, amount: 489kg, in week: 24


UUID: 987dddb1-4247-4674-b2df-d1e7895944e2
NEW CROP, POPPY, amount: 620kg, in week: 1
CROP HAS BEEN HARVESTED IN WEEK: 10 by 8050f987-9e17-4bb9-92a6-b747df3a28a0


UUID: 88db308a-4cd3-46ad-a5e0-2ec82c8246f8
NEW CROP, APPLE, amount: 726kg, in week: 12


UUID: 2e3bd91d-fd19-4b5a-8fc5-98c1e9da20c4
NEW CROP, HEMP, amount: 707kg, in week: 11
CROPT HAS BEEN SHIPPED, HEMP, amount: 707kg, in week:11
NEW PRODUCT, Hemp protein, amount: 141kg, shop price: 86.0 in week:11 by7e13ae06-9ac1-426f-bc58-1726e61d33e5
PRODUCT HAS BEEN SHIPPED, Hemp protein, shop price: 86.0 in week:12
PRODUCT HAS BEEN PURCHASED, Hemp protein, amount: 5kg, shop price: 86.0 in week:12 by customer 61016f7e-f5fd-477d-b2f4-e220c26fc03c
PRODUCT HAS BEEN PURCHASED, Hemp protein, amount: 10kg, shop price: 86.0 in week:12 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Hemp protein, amount: 5kg, shop price: 86.0 in week:13 by customer 61016f7e-f5fd-477d-b2f4-e220c26fc03c
PRODUCT HAS BEEN PURCHASED, Hemp protein, amount: 7kg, shop price: 86.0 in week:13 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, Hemp protein, amount: 7kg, shop price: 86.0 in week:13 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, Hemp protein, amount: 10kg, shop price: 86.0 in week:13 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Hemp protein, amount: 5kg, shop price: 86.0 in week:14 by customer 61016f7e-f5fd-477d-b2f4-e220c26fc03c
PRODUCT HAS BEEN PURCHASED, Hemp protein, amount: 10kg, shop price: 86.0 in week:14 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, Hemp protein, amount: 10kg, shop price: 86.0 in week:14 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Hemp protein, amount: 10kg, shop price: 86.0 in week:15 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, Hemp protein, amount: 10kg, shop price: 86.0 in week:15 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Hemp protein, amount: 5kg, shop price: 86.0 in week:16 by customer 61016f7e-f5fd-477d-b2f4-e220c26fc03c
PRODUCT HAS BEEN PURCHASED, Hemp protein, amount: 10kg, shop price: 86.0 in week:17 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
THE REST OF PRODUCT WAS SPOILED, in week:17


UUID: a059c299-b849-4795-bcf8-99cd7c700fdb
NEW CROP, APPLE, amount: 178kg, in week: 8


UUID: 6ee6f806-cdfe-49e6-99aa-19bf6137b458
NEW CROP, POPPY, amount: 764kg, in week: 11
CROP HAS BEEN HARVESTED IN WEEK: 14 by bb788b93-b043-416b-88c0-8fc015dc3e31
CROPT HAS BEEN SHIPPED, POPPY, amount: 764kg, in week:15
NEW PRODUCT, Opium, amount: 114kg, shop price: 330.0 in week:15 by7e13ae06-9ac1-426f-bc58-1726e61d33e5
PRODUCT HAS BEEN SHIPPED, Opium, shop price: 330.0 in week:16
PRODUCT HAS BEEN PURCHASED, Opium, amount: 10kg, shop price: 330.0 in week:17 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, Opium, amount: 15kg, shop price: 330.0 in week:18 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, Opium, amount: 8kg, shop price: 330.0 in week:20 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, Opium, amount: 13kg, shop price: 330.0 in week:20 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, Opium, amount: 9kg, shop price: 330.0 in week:21 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
THE REST OF PRODUCT WAS SPOILED, in week:21


UUID: 5a91e5d0-2b2d-4204-a3e1-46825c13149a
NEW CROP, PLUMS, amount: 310kg, in week: 26
CROP HAS BEEN HARVESTED IN WEEK: 27 by 1a6111ef-fb73-4928-bb4b-404e31c01ef4
CROPT HAS BEEN SHIPPED, PLUMS, amount: 310kg, in week:28
NEW PRODUCT, PLUMScompote, amount: 263kg, shop price: 110.07 in week:28 by552d2f59-9890-48e8-bbae-07b56d4f926f
PRODUCT HAS BEEN SHIPPED, PLUMScompote, shop price: 110.07 in week:29
PRODUCT HAS BEEN PURCHASED, PLUMScompote, amount: 8kg, shop price: 110.07 in week:29 by customer 51f1e967-36db-4b75-a6e9-fb1fb517f30c
PRODUCT HAS BEEN PURCHASED, PLUMScompote, amount: 10kg, shop price: 110.07 in week:29 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, PLUMScompote, amount: 5kg, shop price: 110.07 in week:30 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, PLUMScompote, amount: 10kg, shop price: 110.07 in week:30 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999


UUID: 7e7c8628-f8f8-4081-a70e-e22ade5904da
NEW CROP, BARLEY, amount: 447kg, in week: 10


UUID: 9b362974-240b-4889-be25-f9a4bedacc10
NEW CROP, BEAN, amount: 293kg, in week: 14


UUID: 16d14485-6306-42dd-ad2d-804fee2c5f4a
NEW CROP, CUCCUMBER, amount: 187kg, in week: 11
CROP HAS BEEN HARVESTED IN WEEK: 12 by ac950e3d-7a33-424b-877c-d982854da92e
CROPT HAS BEEN SHIPPED, CUCCUMBER, amount: 187kg, in week:13
NEW PRODUCT, jar of sourCUCCUMBER, amount: 93kg, shop price: 35.0 in week:13 by552d2f59-9890-48e8-bbae-07b56d4f926f
PRODUCT HAS BEEN SHIPPED, jar of sourCUCCUMBER, shop price: 35.0 in week:14
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 8kg, shop price: 35.0 in week:14 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 8kg, shop price: 35.0 in week:16 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 10kg, shop price: 35.0 in week:16 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 12kg, shop price: 35.0 in week:17 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 10kg, shop price: 35.0 in week:18 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 8kg, shop price: 35.0 in week:19 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 12kg, shop price: 35.0 in week:19 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, jar of sourCUCCUMBER, amount: 10kg, shop price: 35.0 in week:19 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
THE REST OF PRODUCT WAS SPOILED, in week:19


UUID: 62114e54-6efb-4577-9dbd-e20735ca8a34
NEW CROP, GRAPEVINE, amount: 288kg, in week: 13


UUID: d6eafdc4-2383-4eec-8feb-4e7b1b171f48
NEW CROP, CORN, amount: 999kg, in week: 8


UUID: 49580b25-a55f-4edf-ba4b-4cf115117dc4
NEW CROP, CORN, amount: 345kg, in week: 21
CROP HAS BEEN HARVESTED IN WEEK: 25 by 742fea40-3a9a-4ef4-b669-e2011e8cbc94


UUID: 9de1dc97-5f1f-47a1-806e-f637c27d9a78
NEW CROP, HOP, amount: 651kg, in week: 3


UUID: cd9181b3-ba73-4487-9ba4-898600867fe6
NEW CROP, FLEX, amount: 873kg, in week: 6
CROP HAS BEEN HARVESTED IN WEEK: 9 by 8050f987-9e17-4bb9-92a6-b747df3a28a0
CROPT HAS BEEN SHIPPED, FLEX, amount: 873kg, in week:10
NEW PRODUCT, Flex powder, amount: 654kg, shop price: 41.0 in week:10 by246f879d-c043-4190-aa4d-ea7db6b26bd7


UUID: f5568581-259c-4e29-8540-2d3ed67906f2
NEW CROP, RYE, amount: 331kg, in week: 3


UUID: dae95480-7765-4d9a-970d-8535e5ad7094
NEW CROP, POPPY, amount: 430kg, in week: 12


UUID: 1db1a59a-0404-4003-b286-93639b0f2551
NEW CROP, PLUMS, amount: 342kg, in week: 22


UUID: 1fbe1cd5-1f97-44f2-8e67-a94916850232
NEW CROP, OATS, amount: 833kg, in week: 20
CROP HAS BEEN HARVESTED IN WEEK: 29 by ac950e3d-7a33-424b-877c-d982854da92e


UUID: 30f998af-1ba2-4f07-a020-9bad18b65c51
NEW CROP, HOP, amount: 449kg, in week: 25


UUID: e3bcf9bb-ddb3-41bc-96d0-5d8b1d1b0bd1
NEW CROP, GRAPEVINE, amount: 500kg, in week: 11
CROP HAS BEEN HARVESTED IN WEEK: 15 by 742fea40-3a9a-4ef4-b669-e2011e8cbc94
CROPT HAS BEEN SHIPPED, GRAPEVINE, amount: 500kg, in week:16
NEW PRODUCT, GRAPEVINE, amount: 500kg, shop price: 68.6 in week:16 by7e13ae06-9ac1-426f-bc58-1726e61d33e5
PRODUCT HAS BEEN SHIPPED, GRAPEVINE, shop price: 68.6 in week:17
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:17 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 14kg, shop price: 68.6 in week:18 by customer badcc8d5-3fb3-43c3-b658-beb8dea5a912
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 8kg, shop price: 68.6 in week:21 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 13kg, shop price: 68.6 in week:22 by customer 7dfafab9-eeba-4dca-bf4c-d29d55b2f7ac
PRODUCT HAS BEEN PURCHASED, GRAPEVINE, amount: 10kg, shop price: 68.6 in week:22 by customer 36ec8571-34be-4d6c-97ef-1e52fd0d0999
THE REST OF PRODUCT WAS SPOILED, in week:22


UUID: ce2a932c-90ff-4cd4-a474-fc470fdc6d59
NEW CROP, CORN, amount: 511kg, in week: 5


UUID: 7749a7c8-7944-41f1-813f-412e2e6891d6
NEW CROP, GRAPEVINE, amount: 157kg, in week: 13


UUID: 826ce634-3ee4-4129-8166-2fd52cea6e50
NEW CROP, WHEET, amount: 918kg, in week: 28


UUID: 6e751c14-3de1-4a34-aee4-02b4cd56fb2f
NEW CROP, TOMATO, amount: 419kg, in week: 5


UUID: 8f2b0655-85ad-4ee6-82b3-26a9574d76c2
NEW CROP, OATS, amount: 596kg, in week: 24


UUID: 153cc7bc-851f-4a0e-a2bf-177215fd7601
NEW CROP, CORN, amount: 186kg, in week: 14


UUID: 6ccdbec7-699f-40ff-a055-4b23a84057f8
NEW CROP, TOMATO, amount: 470kg, in week: 5


UUID: 136ea6bc-968b-4b1d-8bd1-29c754bd9d4b
NEW CROP, GRAPEVINE, amount: 241kg, in week: 23


UUID: d1effac5-17b5-4b42-ba35-a72be2e24787
NEW CROP, CHERRIES, amount: 450kg, in week: 12


UUID: cf16700a-7379-4b06-b6dc-257348725717
NEW CROP, HOP, amount: 354kg, in week: 11
CROP HAS BEEN HARVESTED IN WEEK: 14 by 1a6111ef-fb73-4928-bb4b-404e31c01ef4


UUID: 16fa575a-b11a-4f67-bf82-be9f822a6343
NEW CROP, LENTIL, amount: 437kg, in week: 22


UUID: 68bed17c-2f97-4645-8ea6-5ad1de9f9557
NEW CROP, CHERRIES, amount: 105kg, in week: 3


UUID: 2b65ca65-c0d9-48d4-942f-1c1d4e8fbc00
NEW CROP, TOMATO, amount: 324kg, in week: 3


UUID: c27ed64d-774c-4e99-b1a6-a9bb497da336
NEW CROP, BEAN, amount: 291kg, in week: 1
CROPT HAS BEEN SHIPPED, BEAN, amount: 291kg, in week:1
NEW PRODUCT, Can of BEAN, amount: 232kg, shop price: 14.0 in week:1 by7efd85f5-9614-436e-a024-da9b68cfb3c9
PRODUCT HAS BEEN SHIPPED, Can of BEAN, shop price: 14.0 in week:2
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 15kg, shop price: 14.0 in week:2 by customer 52a1045c-9cd3-4a91-867b-831791e74768
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 10kg, shop price: 14.0 in week:2 by customer ef0b3a8e-86be-44ed-8bac-66453f6ca9d3
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 10kg, shop price: 14.0 in week:2 by customer 6b5179ae-f789-4a31-80fd-19c4ec1e05dc
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 10kg, shop price: 14.0 in week:2 by customer 924b4385-d34d-4643-9297-9ba437fd4c02
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 14kg, shop price: 14.0 in week:2 by customer 0e9a2add-46d8-4203-8870-63ce7f2c58ff
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 10kg, shop price: 14.0 in week:2 by customer 6db4bd33-466c-49ae-82c9-405274dd6cc3
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 15kg, shop price: 14.0 in week:2 by customer efca471d-e2bd-4c17-b67f-1cc00d55efc9
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 10kg, shop price: 14.0 in week:2 by customer 8276cbfb-3f19-4d6a-9509-1ec15e227268
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 14kg, shop price: 14.0 in week:2 by customer 3c19e95a-29d6-4ec7-81bf-68131878fe12
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 10kg, shop price: 14.0 in week:2 by customer 055581db-2768-4be0-ba96-6cfab6d123e5
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 10kg, shop price: 14.0 in week:2 by customer 4e1b3141-7331-4e78-bcca-02aa6f414e98
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 15kg, shop price: 14.0 in week:2 by customer 12dba37b-b0eb-4aad-a6ee-5114a3309355
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 10kg, shop price: 14.0 in week:2 by customer fff3c27d-c704-4699-af81-c3c77e29e9ff
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 10kg, shop price: 14.0 in week:2 by customer 2c084fc4-4f91-4aaf-a6bc-aef2e4cb1fd1
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 10kg, shop price: 14.0 in week:2 by customer 7e4211da-30b8-48c3-9907-9b1df35caea9
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 10kg, shop price: 14.0 in week:2 by customer 28e44809-f166-45fa-adfc-29125cd8e8f4
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 5kg, shop price: 14.0 in week:2 by customer 662cc495-9000-48a7-a42f-2c590c3bd2ff
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 14kg, shop price: 14.0 in week:2 by customer ca41c9b0-2922-4b46-bf2e-6ec1e78f60c5
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 14kg, shop price: 14.0 in week:2 by customer aa1319da-5693-44f4-bb10-430321d1dacd
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 15kg, shop price: 14.0 in week:2 by customer a1df63d7-c2dd-4849-9f89-b21c22791d59
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 10kg, shop price: 14.0 in week:2 by customer 51de2388-15dd-46a6-a4d0-a7eef0e64c4a
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 10kg, shop price: 14.0 in week:2 by customer 25e4a9b7-2890-49a5-b07b-e18ba01a81e7
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 6kg, shop price: 14.0 in week:2 by customer e39561a5-dd81-411d-b70b-0e8b67e25f4a
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 10kg, shop price: 14.0 in week:2 by customer 19db41ce-7c3b-44f7-908e-f7997caf1e3c
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 10kg, shop price: 14.0 in week:2 by customer 4fbd7832-4bad-48d1-96e6-c5579c4b78a7
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 10kg, shop price: 14.0 in week:2 by customer 7be7c255-b4cc-4ec9-bdcf-ce46eb86bc61
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 10kg, shop price: 14.0 in week:2 by customer c2a3aa33-50da-4021-99a5-8af57b888bce
PRODUCT HAS BEEN PURCHASED, Can of BEAN, amount: 10kg, shop price: 14.0 in week:2 by customer 23c24706-dc60-45f2-8598-809043cec79d
